game,variant,seen_return_mean,seen_return_std,unseen_return_mean,unseen_return_std,gap_mean,gap_std
coinrun,ppo,2.5,1.6955824957813173,1.6,1.4317821063276353,0.9,0.8944271909999159
coinrun,ppo_frame_stack,4.3,2.7064737205448717,3.7,1.680773631397161,0.6,1.981161275615895
coinrun,ppo_frame_stack_large_cnn,2.3,1.4404860290887933,3.1,1.9170289512680814,-0.8,1.4832396974191326
dodgeball,ppo,0.5800000131130219,0.44944411839161125,0.2600000038743019,0.2073644148267533,0.3200000047683716,0.45497253751668537
dodgeball,ppo_frame_stack,0.10000000149011612,0.17320508333784457,0.18000000417232512,0.16431677106034417,-0.08000000417232513,0.1483239724544307
dodgeball,ppo_frame_stack_large_cnn,0.6800000190734863,0.5167204513037325,0.6799999952316285,0.47644514971620405,2.3841857912931806e-08,0.36742345979524643
starpilot,ppo,2.2299999952316285,0.5880051129663808,2.1799999713897704,0.4147288282163131,0.05000002384185791,0.3041381157360807
starpilot,ppo_frame_stack,1.9,0.5419870957144002,2.060000014305115,0.6570768806315695,-0.16000001430511473,0.2678619474434417
starpilot,ppo_frame_stack_large_cnn,1.6599999904632567,0.9832344175079263,1.5300000190734864,0.42661459524330336,0.1299999713897705,1.1632926745138774
